Age,Gender,Income (in $1000s),Online Hours Per Week,Purchase Frequency (Last Month),Is Loyal Customer,Preferred Shopping Platform,Ad Clicks (Last Month),Discounts Used (Last Month),Competitor Pricing Index,Economic Conditions,Distance to Nearest Store (km),Shopping Frequency,"Purchase Decision (1=Yes, 0=No)"
19,Female,12.52,13,4,0,Website,9,7,1.05,Neutral,46.69,1.0,1
18,Male,53.69,8,2,1,Mobile App,0,2,1.01,Favorable,18.19,16.350774487463266,0
65,Female,41.06,37,16,0,Mobile App,11,7,1.03,Favorable,5.83,28.875580085695102,1
29,Male,15.42,29,9,0,In-store,5,1,0.97,Unfavorable,4.59,23.629617043535244,1
22,Female,52.13,4,4,0,Mobile App,9,3,0.99,Favorable,9.43,14.694942956210193,1
54,Male,48.12,0,10,0,Website,5,8,1.11,Favorable,6.81,17.912165852789975,1
49,Female,40.01,0,5,0,Mobile App,9,0,0.89,Favorable,25.0,13.243268914648073,1
26,Female,54.94,19,3,1,Mobile App,3,1,0.96,Favorable,17.7,17.625243155608896,1
58,Male,76.3,48,6,0,Mobile App,1,1,1.18,Favorable,42.15,1.8495453717004005,1
52,Female,75.69,10,18,0,Website,14,8,0.88,Favorable,44.11,6.257377836835108,1
36,Female,52.88,25,6,0,Website,0,9,0.92,Favorable,23.93,9.372901374575903,1
65,Female,48.31,43,13,0,Mobile App,2,4,0.88,Neutral,44.48,4.338533398269965,1
33,Female,53.15,2,16,0,Website,10,3,0.81,Favorable,22.8,18.21353560998978,1
20,Male,56.18,5,16,0,Website,12,9,0.91,Favorable,32.28,11.803806015978585,1
37,Female,44.63,42,12,0,Website,14,9,0.82,Unfavorable,8.55,23.819877224023074,1
41,Male,53.49,44,0,0,In-store,12,3,0.86,Neutral,3.1,19.825609447101805,1
50,Male,18.53,10,1,0,Website,8,6,0.95,Favorable,8.42,18.09547405307797,1
41,Female,51.63,7,17,1,Mobile App,11,2,0.81,Unfavorable,12.97,27.381298713533166,1
69,Male,59.54,28,3,0,Mobile App,0,8,1.1,Favorable,37.67,2.3377295860329457,1
28,Female,40.2,9,12,0,Mobile App,4,4,1.12,Favorable,9.09,19.15346438433473,1
66,Female,48.09,33,0,0,Mobile App,9,8,0.96,Unfavorable,6.97,18.485631794151768,1
25,Female,27.77,23,3,1,Mobile App,5,0,1.19,Favorable,46.42,3.8019930433865965,0
53,Female,24.99,45,1,0,Mobile App,14,9,1.07,Unfavorable,34.6,2.6904619562749406,1
55,Male,54.22,47,3,0,Website,8,7,1.1,Unfavorable,23.93,7.262722421762109,1
57,Male,,16,15,0,Mobile App,0,1,0.88,Favorable,5.2,27.436033896187976,1
37,Male,,31,3,0,In-store,11,7,1.13,Favorable,42.66,1.0,1
52,Male,27.76,10,8,1,In-store,4,3,1.18,Favorable,5.86,29.83539047493961,1
65,Male,30.67,33,16,0,Mobile App,0,1,0.89,Favorable,30.75,8.48227659778485,1
42,Male,65.49,23,19,0,In-store,1,1,1.07,Unfavorable,33.55,13.350725022259946,1
52,Female,53.58,4,1,0,In-store,13,5,1.1,Favorable,20.31,7.630698114284791,1
42,Female,32.57,28,2,0,Mobile App,1,2,0.92,Favorable,45.61,1.0,1
46,Male,38.24,47,14,1,Mobile App,10,9,0.99,Neutral,3.01,29.941524424594768,1
35,Female,76.24,47,6,0,Mobile App,4,2,0.84,Favorable,41.0,3.748565698155118,1
63,Male,68.72,33,3,0,In-store,9,8,0.87,Favorable,27.91,8.089089309940851,1
35,Male,27.64,15,11,1,Mobile App,3,4,0.82,Favorable,30.75,14.028823031558684,1
19,Female,73.27,24,0,0,In-store,5,6,1.02,Neutral,49.35,1.0,1
52,Female,48.39,36,16,0,Website,4,4,1.05,Favorable,29.34,9.898997440799514,1
33,Female,65.99,7,3,0,Website,1,1,1.17,Favorable,39.95,1.0,0
58,Male,46.73,28,3,0,Website,8,7,1.02,Favorable,8.1,15.962002043497202,1
53,Female,73.72,45,8,0,Website,12,8,0.9,Neutral,40.56,6.101518822538745,1
50,Female,26.81,24,9,0,In-store,9,1,0.82,Favorable,38.17,4.6191685909338815,1
21,Female,44.89,41,18,0,Website,7,1,1.15,Favorable,48.42,4.010873321769663,1
50,Female,74.33,22,18,1,Mobile App,14,3,0.99,Favorable,46.82,11.009665786518399,1
31,Female,2.15,33,14,0,Website,8,7,1.09,Neutral,11.09,24.188421371817295,1
38,Female,49.08,2,16,0,Website,10,4,0.81,Favorable,23.51,18.937601914959345,1
65,Female,42.13,29,6,1,Website,5,4,1.0,Neutral,45.62,9.972316706361983,1
37,Female,63.69,49,2,0,In-store,4,6,0.93,Favorable,32.22,2.089156457537304,1
25,Female,71.4,33,4,0,Mobile App,4,3,0.81,Neutral,23.45,10.602685348710574,1
24,Male,64.61,31,15,0,Mobile App,1,8,1.11,Neutral,5.89,24.346731910075178,1
20,Female,54.82,28,6,1,In-store,10,3,1.01,Unfavorable,17.91,15.39819269771623,1
34,Male,50.81,8,15,0,In-store,3,7,0.93,Neutral,33.43,8.45107497529534,1
50,Male,43.15,1,8,0,Mobile App,1,2,1.12,Favorable,38.96,6.340138421520201,1
65,Female,54.2,38,0,0,Website,1,5,0.98,Unfavorable,22.63,9.73839067657867,1
29,Female,79.19,6,2,0,Website,11,0,0.8,Neutral,3.26,20.408270345968575,1
68,Female,33.39,45,7,0,Website,7,6,1.18,Unfavorable,31.84,8.474917065515498,1
39,Male,41.96,4,17,1,Website,3,6,0.9,Favorable,46.12,7.070978879205239,1
39,Female,48.49,7,17,0,Website,11,1,1.13,Neutral,25.07,13.76908128627391,1
63,Male,70.02,31,18,1,Website,13,4,1.13,Favorable,46.46,9.697456089314,1
47,Female,54.47,17,6,0,In-store,3,3,0.86,Neutral,18.03,15.64433378760965,1
55,Female,69.67,37,19,1,In-store,6,9,0.99,Unfavorable,44.38,12.573439837999148,1
55,Female,70.68,45,5,0,Website,3,8,0.82,Neutral,39.42,4.598375545921698,1
62,Female,61.84,17,10,0,In-store,8,1,0.94,Neutral,48.11,4.856748559219289,1
68,Female,28.72,48,4,0,Mobile App,8,2,1.09,Favorable,39.66,1.0,1
25,Female,83.22,40,11,0,Website,11,0,0.89,Favorable,16.41,17.056249377498197,1
44,Male,78.25,44,0,1,Mobile App,13,9,0.85,Favorable,45.08,2.230104153227689,1
44,Male,51.27,15,18,0,Website,13,4,1.0,Favorable,33.65,10.517503978862148,1
51,Female,22.36,20,10,0,Website,2,2,1.01,Favorable,8.52,21.620239170961955,1
38,Female,,9,14,0,Mobile App,5,3,1.07,Favorable,2.78,30.0,1
47,Male,55.09,41,15,1,Mobile App,14,3,1.1,Favorable,18.61,21.298868800520673,1
50,Female,35.96,3,2,1,Website,6,5,1.08,Favorable,39.45,7.479371933952293,1
45,Male,15.66,43,10,0,Mobile App,2,9,1.14,Neutral,31.1,7.359291110309748,1
64,Female,18.41,7,10,0,In-store,3,6,0.89,Neutral,26.59,8.094798923536832,1
50,Female,40.6,46,9,0,Mobile App,13,6,1.03,Favorable,0.68,22.932673420807625,1
22,Female,53.9,18,1,1,Mobile App,0,7,0.94,Favorable,22.06,15.015830148515759,1
65,Female,78.11,46,19,0,Mobile App,10,2,1.18,Unfavorable,8.31,26.143316599944658,1
36,Male,59.68,39,4,0,Mobile App,8,4,0.98,Favorable,23.0,14.054900983924668,1
21,Male,42.37,39,7,1,Website,6,9,1.18,Unfavorable,49.59,4.262142260770119,1
52,Female,57.6,8,12,0,In-store,9,5,1.11,Favorable,44.04,4.007232815796053,1
66,Female,55.81,29,14,0,In-store,6,5,1.09,Favorable,15.88,20.72583452546595,1
34,Male,64.79,16,1,0,Website,14,7,1.0,Favorable,29.88,6.056317157007633,1
61,Female,,39,11,1,Mobile App,8,4,0.98,Favorable,25.35,17.77750880999037,1
45,Male,70.72,43,7,0,Mobile App,11,4,1.01,Favorable,6.94,19.669311806661604,1
47,Female,66.49,14,18,1,Website,13,0,0.92,Favorable,49.5,10.522079549743456,1
46,Female,51.65,3,0,0,Website,14,0,1.16,Neutral,21.55,10.28161996025241,1
63,Male,47.62,5,7,0,Website,5,5,1.12,nan,25.53,10.206436513065595,1
23,Male,68.39,15,9,0,In-store,7,9,1.12,Neutral,32.56,11.102811051866226,1
52,Female,35.73,25,12,1,Website,4,9,0.97,nan,9.98,27.694631719538684,1
58,Female,19.87,36,4,0,Website,7,4,0.83,Neutral,11.5,18.174783674780272,1
54,Female,19.75,22,8,1,Website,11,9,1.07,Favorable,10.03,22.15836212492077,1
41,Female,34.07,12,9,0,Mobile App,9,5,0.95,Favorable,19.53,13.708420119149144,1
46,Female,63.19,46,13,1,In-store,13,8,1.15,Favorable,10.38,29.34312709078864,1
66,Female,,16,10,0,Mobile App,0,7,1.11,Neutral,46.36,3.899653868356903,1
63,Female,54.09,26,13,0,Website,2,6,0.86,Neutral,35.86,5.740629479940921,1
48,Male,40.09,21,2,1,Mobile App,14,6,1.04,nan,44.94,4.2005040265327676,1
52,Male,40.25,36,15,0,Mobile App,3,5,1.08,Favorable,42.5,8.16578691604633,1
50,Male,29.49,18,19,0,Mobile App,13,5,1.03,Favorable,35.31,9.7928441056464,1
69,Female,48.16,38,16,0,Mobile App,10,0,1.01,Unfavorable,12.52,23.761367992283652,1
38,Male,,34,4,1,Website,8,6,0.89,Favorable,30.96,11.622794913977078,1
49,Female,58.25,12,6,0,Website,7,4,0.89,Unfavorable,9.72,21.151274966877583,1
40,Female,55.75,13,16,1,Website,13,6,1.11,Unfavorable,7.06,29.21490424386307,1
50,Female,46.06,47,19,0,In-store,7,5,0.81,Unfavorable,31.81,10.704303697068717,1
20,Male,19.88,30,10,0,Mobile App,1,7,1.11,Favorable,31.42,10.34692598911853,1
35,Male,71.41,44,11,0,Mobile App,6,2,1.01,Favorable,8.25,19.127548741885327,1
42,Male,48.3,1,1,0,In-store,14,7,1.17,Favorable,17.95,10.379876155933612,1
59,Male,51.59,45,18,0,In-store,11,6,1.2,Unfavorable,3.78,23.475932782328464,1
48,Male,82.01,38,4,1,Website,2,0,1.07,Favorable,35.93,7.41897468259399,1
20,Female,68.16,36,10,0,Website,5,2,0.96,Neutral,49.38,2.9972334070143787,1
57,Female,,13,18,0,In-store,14,9,0.99,Unfavorable,37.13,10.729544703241192,1
63,Female,49.95,8,6,0,In-store,3,3,0.88,Unfavorable,42.29,1.390185690526025,1
41,Female,49.77,9,5,1,Mobile App,5,8,0.84,Neutral,24.08,13.706949399978146,1
67,Male,54.8,6,10,0,In-store,3,5,1.03,Favorable,5.23,22.79976608955155,1
49,Female,58.14,27,13,0,Website,2,6,1.12,Favorable,36.47,7.822678585351947,1
64,Female,84.23,45,3,0,Website,1,4,0.9,Favorable,13.2,19.678720211218575,1
39,Male,99.47,24,7,0,Mobile App,3,2,0.97,Unfavorable,19.72,13.684809751754486,1
40,Female,55.81,45,8,0,In-store,9,4,1.02,nan,35.3,7.257264762300512,1
19,Male,6.93,27,1,0,Mobile App,1,6,1.16,Favorable,45.29,1.0,1
44,Female,30.97,1,10,0,Mobile App,6,8,0.86,Favorable,24.57,12.680581502772526,1
59,Female,86.23,16,19,0,Website,14,8,0.89,Neutral,48.1,6.375359466466806,1
19,Male,64.37,3,6,1,Website,0,7,1.17,Favorable,26.24,13.035397975374105,1
43,Female,58.52,12,3,0,In-store,13,4,0.82,Favorable,6.56,19.40663069789757,1
34,Female,46.66,17,13,0,Website,10,6,1.06,Favorable,26.16,13.679277899804438,1
57,Female,26.22,2,0,0,Mobile App,0,3,1.06,Unfavorable,43.1,1.0,0
50,Male,83.56,36,11,0,Mobile App,4,9,0.95,Unfavorable,27.13,13.58288134988376,1
26,Female,33.54,32,18,1,Mobile App,6,4,0.99,Neutral,37.51,16.221307059473197,1
60,Male,64.59,40,4,0,In-store,13,3,1.14,nan,27.62,8.666173387563319,1
65,Male,23.99,23,7,0,Mobile App,0,2,0.87,Favorable,27.53,8.46577422298555,1
56,Male,45.69,7,10,0,Mobile App,11,0,0.89,Neutral,14.6,22.630494243921518,1
46,Female,69.86,34,3,0,Website,11,4,1.0,Favorable,10.46,15.09379056945663,1
59,Female,45.01,1,14,1,Website,3,1,0.96,Favorable,14.31,18.86519179187645,1
43,Female,42.63,32,19,1,Mobile App,4,5,1.03,Favorable,22.32,24.374689263275748,1
52,Female,50.21,11,11,0,Website,1,4,1.17,Favorable,40.57,4.943935117906053,1
67,Male,23.28,21,19,1,In-store,6,1,1.17,Unfavorable,41.54,10.844485024138116,1
42,Male,19.52,12,9,1,Mobile App,3,7,0.89,Unfavorable,8.59,24.69923899509565,1
41,Male,64.28,9,15,0,Website,7,4,0.92,Neutral,27.87,13.430665881144503,1
30,Male,41.56,16,7,0,Website,13,1,0.86,Neutral,21.09,11.443636423018763,1
24,Male,64.13,42,19,1,Website,13,0,1.17,Favorable,28.76,20.341062934397385,1
53,Male,72.36,4,7,1,Mobile App,14,1,0.96,Neutral,32.56,12.931090435799838,1
62,Male,73.97,8,5,0,In-store,0,0,0.98,Neutral,14.34,15.237517088116773,1
37,Male,17.58,12,2,1,Mobile App,9,9,1.12,Favorable,46.0,1.1548164991317946,1
18,Male,36.04,22,7,0,Website,0,9,1.01,Favorable,46.8,1.0373134214584603,1
25,Male,60.75,29,9,0,Website,0,2,0.85,Neutral,5.72,18.40375996141356,1
63,Female,61.06,42,4,0,Website,3,2,0.98,Favorable,35.3,5.1628238452905375,1
33,Female,94.99,3,10,0,Mobile App,0,9,1.05,Favorable,2.14,24.54680536849433,1
31,Female,31.85,20,3,1,Website,14,0,1.09,Favorable,2.8,24.667076251599298,1
29,Male,73.36,42,16,1,Website,4,6,1.06,Favorable,47.91,8.02348782231735,1
68,Male,57.45,8,2,0,Website,13,9,0.85,Neutral,34.9,1.0946998418772935,1
40,Female,17.2,6,17,0,Mobile App,13,6,0.92,Neutral,16.56,19.155821613024468,1
32,Male,39.04,15,7,0,Mobile App,5,8,1.09,Favorable,33.66,5.0430344871938715,1
45,Male,55.25,22,11,1,In-store,6,4,1.15,Unfavorable,42.37,7.298304196389925,1
51,Male,15.91,22,15,0,Mobile App,7,3,0.82,Unfavorable,43.61,3.2863630830395514,1
19,Male,8.52,30,13,0,Mobile App,7,4,0.82,Favorable,1.52,28.367949917753776,1
49,Male,14.78,4,15,0,Website,1,7,1.06,Neutral,41.0,8.528144825260206,1
40,Male,55.18,5,3,1,Website,11,7,1.02,Favorable,42.73,10.019682855374471,1
39,Female,40.31,0,0,0,Mobile App,3,3,0.86,Neutral,29.98,5.481760428207626,1
68,Male,,47,0,1,Website,6,7,1.02,Unfavorable,24.26,14.310777293157377,1
42,Male,38.29,27,14,0,Website,8,3,1.19,Favorable,5.99,23.86141559524495,1
39,Female,21.52,17,19,0,Website,8,3,1.05,Neutral,12.36,26.343779865843832,1
39,Male,40.87,23,19,0,Website,10,7,0.98,Unfavorable,24.78,17.006742041249744,1
66,Male,13.59,12,2,0,Website,2,1,1.13,Favorable,43.32,1.288865415604972,1
69,Female,73.75,32,13,0,In-store,11,3,0.89,Favorable,40.26,6.7415814712069855,1
59,Male,83.85,9,8,1,Website,6,0,0.97,Favorable,25.05,20.15452368023965,1
23,Male,3.48,6,18,1,Website,3,0,1.01,Favorable,39.39,13.341091294736058,0
32,Male,40.62,36,7,1,Website,8,7,1.0,Favorable,38.4,11.595846854134216,1
60,Male,41.92,31,1,1,Mobile App,6,3,1.17,Favorable,29.16,10.70339170130756,1
54,Female,46.51,44,3,1,Mobile App,12,5,0.92,Favorable,11.41,19.122544136054696,1
50,Female,70.03,21,0,0,Website,12,4,0.82,Favorable,17.73,11.032510122825638,1
25,Male,40.68,15,10,0,Mobile App,5,9,1.17,Neutral,8.62,16.193731476884917,1
61,Female,48.23,23,4,1,Website,8,5,0.89,Unfavorable,0.85,28.444677764173566,1
61,Female,109.58,13,1,1,Mobile App,6,3,0.95,Unfavorable,4.49,24.58717329851693,1
22,Male,47.77,10,12,0,Mobile App,10,3,1.01,nan,38.1,10.74720004482186,1
56,Female,85.32,18,16,0,Mobile App,7,6,1.19,Neutral,2.16,24.99592732718836,1
21,Male,60.04,22,16,1,Mobile App,10,0,1.01,Unfavorable,20.29,21.368006487918876,1
23,Male,38.93,33,17,0,Website,4,8,0.98,Unfavorable,49.3,1.3239663419691685,1
62,Male,35.59,39,8,0,Mobile App,3,9,1.03,Unfavorable,39.86,4.801226906272384,1
49,Male,49.85,12,5,0,Website,0,2,1.19,Neutral,37.66,2.839438516177716,1
69,Male,27.47,38,19,0,In-store,13,3,1.13,Favorable,14.1,20.79983903383392,1
47,Female,32.72,43,2,0,Website,7,8,0.87,Favorable,32.27,5.665240411305505,1
64,Male,41.54,27,7,1,Mobile App,5,4,1.12,Favorable,25.19,18.109552093117948,1
52,Male,55.87,39,2,1,Website,3,3,1.14,nan,31.38,10.522591496050627,1
57,Male,86.52,15,0,0,Website,2,5,1.08,Unfavorable,22.07,8.007396307652318,1
69,Female,40.3,49,19,0,Mobile App,4,0,1.06,Favorable,26.78,18.453427448703593,1
33,Female,59.23,27,12,0,Mobile App,3,9,0.98,Unfavorable,49.43,1.0,1
30,Female,17.44,3,4,1,Website,10,0,1.06,Neutral,16.8,18.062088081124458,1
67,Female,71.21,27,15,0,Website,10,4,1.1,Favorable,11.21,22.92090175118063,1
59,Female,15.57,11,15,0,Mobile App,6,4,0.85,Favorable,22.7,14.7785794906677,1
47,Male,65.97,15,11,0,Website,5,8,0.9,Favorable,26.45,14.32401354297387,1
36,Female,48.38,48,12,0,Mobile App,2,0,0.88,Neutral,4.74,21.794862138426247,1
34,Female,47.59,35,3,0,Mobile App,11,2,1.14,Unfavorable,40.4,1.0,1
36,Female,43.99,19,8,0,Mobile App,9,2,1.07,Unfavorable,21.39,10.999920273199615,1
45,Female,23.97,25,15,0,Website,12,3,0.98,Favorable,20.95,18.751422036180987,1
43,Male,25.03,25,0,0,Mobile App,10,6,1.13,Favorable,33.11,6.155209220007254,1
54,Male,66.73,21,4,1,Website,11,6,1.09,Favorable,38.78,7.304864867093281,1
43,Male,50.24,8,4,0,Website,13,9,1.17,Favorable,49.3,1.0,1
40,Female,43.85,4,18,1,Mobile App,0,4,0.83,Unfavorable,9.09,30.0,0
26,Male,58.87,16,8,0,Website,13,8,1.0,Favorable,17.61,15.788499075173124,1
29,Male,52.03,48,7,0,Website,6,6,1.08,Neutral,8.83,16.76998672831152,1
18,Female,34.14,33,18,1,Mobile App,4,1,0.88,Favorable,44.1,10.640304769161146,1
18,Male,99.22,1,17,1,In-store,0,2,0.93,Favorable,27.65,21.195082263893323,1
64,Female,64.82,6,14,0,Mobile App,0,6,0.97,Neutral,42.7,8.082570560640363,1
51,Male,52.54,35,3,0,Website,5,4,1.12,Neutral,49.27,1.0,1
49,Male,39.73,12,14,1,Website,3,6,1.0,Favorable,27.74,18.16317053486791,1
65,Male,69.06,19,12,1,Mobile App,13,8,1.0,Neutral,6.35,29.429297038348636,1
42,Female,34.25,29,17,0,Mobile App,7,8,0.97,Favorable,18.38,16.23509742116282,1
57,Male,32.56,29,19,0,Website,1,2,0.89,Neutral,2.29,24.315335944504522,1
62,Male,83.87,10,4,0,Mobile App,3,7,1.17,Unfavorable,42.54,1.0,1
18,Female,50.61,30,17,0,Website,11,5,0.93,Neutral,1.39,30.0,1
33,Male,34.73,2,7,0,Website,12,3,1.03,Favorable,29.81,12.751232434652536,1
56,Female,50.11,1,0,1,Website,7,3,0.86,Neutral,5.75,18.930178871497237,1
22,Female,67.0,47,18,0,Mobile App,14,3,0.97,Unfavorable,0.87,28.119862200376737,1
39,Male,62.43,2,16,0,Website,14,6,1.16,Favorable,13.18,20.5463643099244,1
46,Female,69.49,14,1,1,Website,11,5,1.2,Neutral,27.82,14.179394618570578,1
20,Male,25.01,16,18,0,Website,7,1,0.94,Favorable,4.22,28.19946607019286,1
29,Female,68.98,47,15,0,In-store,4,4,0.86,Unfavorable,30.94,11.274577178339134,1
43,Male,46.42,6,17,0,Mobile App,2,4,0.93,Favorable,33.76,12.744871205890187,1
33,Female,51.78,47,1,0,Website,12,5,0.93,Unfavorable,48.5,1.0,1
68,Male,74.19,4,5,0,Mobile App,14,6,1.06,Neutral,45.03,1.0,1
54,Female,64.05,33,6,0,Website,3,7,1.0,Favorable,28.56,9.783916856717173,1
39,Male,57.02,32,5,0,Mobile App,2,9,1.11,Favorable,39.77,2.5768140236869805,1
46,Male,10.32,44,5,0,Mobile App,10,7,1.08,Favorable,18.5,10.959217692505415,1
31,Male,49.09,15,8,0,Mobile App,1,4,0.9,Favorable,29.49,8.072081297968984,1
45,Male,34.31,36,7,0,Website,13,1,1.11,Favorable,20.47,13.832108153482235,1
22,Female,64.22,2,8,0,In-store,3,9,1.14,Favorable,17.18,15.659519397723184,1
64,Male,69.82,46,11,1,Mobile App,8,7,1.04,Favorable,36.52,11.860734692238049,1
66,Female,43.96,47,17,1,In-store,5,5,1.17,Favorable,15.19,25.301598465091182,1
47,Female,36.66,42,5,0,Mobile App,3,2,1.11,Favorable,19.34,12.94116206874243,1
63,Female,81.13,49,3,0,In-store,0,3,1.04,Neutral,18.67,8.953760201927482,1
69,Male,37.94,20,6,1,Mobile App,13,0,1.16,Favorable,43.58,9.640416312950931,1
22,Male,26.11,40,17,1,Website,6,2,1.04,Favorable,8.94,28.304582549161392,1
29,Female,33.35,7,19,0,Mobile App,1,3,1.01,Favorable,19.38,20.822045213794098,1
33,Male,38.9,21,4,0,Mobile App,11,1,0.94,Neutral,44.45,3.010998211409182,1
43,Male,32.77,4,17,0,In-store,5,5,1.15,Favorable,1.26,30.0,1
43,Female,66.91,16,9,1,Website,9,7,0.85,Favorable,47.42,6.393497253265572,1
65,Female,6.04,36,7,0,Mobile App,0,5,0.99,Favorable,45.0,1.0,1
38,Female,32.35,13,0,0,In-store,12,9,1.01,Favorable,21.18,9.363601671502531,1
56,Male,49.05,38,14,1,In-store,6,2,1.02,Favorable,32.82,12.333350469334475,1
53,Female,54.2,40,2,0,Website,3,8,1.06,Favorable,49.56,1.0,1
50,Male,83.84,27,14,0,Mobile App,10,3,1.0,Unfavorable,27.97,13.495448931298123,1
47,Male,80.9,30,13,1,Mobile App,2,5,0.9,Neutral,5.3,28.09384914332724,1
54,Female,17.99,16,0,0,Website,9,3,1.14,Unfavorable,42.76,1.0,1
40,Male,11.84,34,7,0,In-store,6,3,1.06,Neutral,7.14,20.50956640358201,1
27,Male,50.5,39,6,1,Mobile App,12,1,1.14,Neutral,13.23,22.895241646700576,1
22,Male,36.54,21,8,1,Mobile App,2,9,0.91,Unfavorable,43.74,9.46037702382576,1
53,Female,26.16,44,17,1,In-store,7,1,1.05,Favorable,13.17,27.978064557907125,1
51,Female,50.32,47,11,0,Website,10,1,1.09,Neutral,37.38,5.547885228016164,1
69,Female,54.61,28,7,1,In-store,3,1,0.95,Favorable,22.66,18.53849378964961,1
48,Female,33.22,9,7,0,Mobile App,2,7,1.12,Neutral,38.11,5.0074915105841,1
27,Male,37.52,17,5,0,In-store,6,9,0.8,Favorable,12.0,14.64985546175625,1
36,Male,34.76,34,2,0,Mobile App,6,3,1.04,Neutral,21.27,8.448240597719698,1
49,Male,41.77,43,1,0,Website,8,3,1.05,Unfavorable,16.25,14.073336763452662,1
18,Male,60.83,15,13,0,Mobile App,9,9,1.01,Favorable,12.83,20.712359791207877,1
22,Male,28.44,49,7,0,Website,6,9,1.05,Unfavorable,16.06,15.985318511839882,1
62,Female,37.19,48,5,0,Mobile App,5,2,0.87,Favorable,16.49,14.381790125041107,1
21,Male,42.01,6,3,0,Mobile App,2,4,1.07,Favorable,47.79,1.0,1
33,Male,49.86,29,4,0,Mobile App,3,3,0.93,Neutral,26.89,7.531450947592594,1
41,Male,55.52,18,12,0,Mobile App,7,6,0.98,Favorable,23.37,14.060421842621789,1
33,Male,90.85,22,8,0,Mobile App,5,9,0.93,Favorable,25.41,12.785076238608308,1
19,Female,61.44,7,12,0,Mobile App,8,6,0.99,Favorable,49.81,1.168680226288807,1
66,Male,61.92,16,8,0,Mobile App,7,5,1.05,Neutral,32.85,6.0764505103525455,1
45,Male,,20,15,0,In-store,13,6,1.14,Favorable,35.32,8.463845619753554,1
49,Female,30.4,25,11,0,Website,7,6,0.99,nan,16.02,17.579581504698716,1
44,Male,39.44,27,1,1,In-store,10,7,0.93,Neutral,23.84,8.409778280400445,1
37,Male,35.79,38,18,0,Website,9,0,1.0,Favorable,9.61,27.69695577283297,1
41,Male,57.84,32,15,1,Mobile App,9,2,1.08,Favorable,34.42,14.942349205404293,1
29,Female,16.97,39,12,1,Mobile App,6,2,0.94,Unfavorable,17.55,23.19603658343012,1
67,Female,61.85,18,4,0,Mobile App,9,4,0.97,Neutral,37.54,4.504311893869071,1
52,Female,47.66,28,5,0,Website,10,9,1.03,Neutral,11.05,17.479036604454247,1
50,Male,64.67,19,16,0,Website,0,6,0.92,Neutral,20.47,15.033063762209647,1
50,Female,35.52,19,16,0,Website,14,9,0.88,Favorable,23.82,13.956201474318377,1
68,Male,31.97,9,16,1,Mobile App,4,5,0.86,Neutral,8.74,25.651075653208117,1
60,Male,41.87,11,2,0,Website,13,3,0.94,Neutral,3.94,21.219781019488657,1
54,Male,41.39,32,12,0,Website,6,5,0.82,Favorable,16.19,14.819018368782912,1
29,Male,66.13,24,11,1,Website,9,6,1.03,Unfavorable,27.47,15.437732238966989,1
20,Female,65.94,24,5,0,Website,8,3,0.87,Favorable,32.81,8.708256187518945,1
18,Female,88.1,3,12,0,In-store,11,7,0.95,Favorable,21.55,12.965689717570912,1
50,Female,40.09,3,13,0,Mobile App,3,4,0.91,Favorable,25.26,14.168834610086284,1
57,Female,-16.95,8,6,0,In-store,7,2,1.05,Neutral,27.39,10.823613989254273,1
27,Female,41.81,14,4,0,Mobile App,0,1,1.14,Favorable,25.84,8.962415323163492,0
60,Male,54.61,25,13,0,In-store,3,0,1.05,Favorable,4.97,24.326361143027512,1
61,Male,64.29,14,17,0,Mobile App,3,3,1.02,Unfavorable,20.55,19.291016117208276,1
46,Female,56.07,25,3,0,Mobile App,1,1,1.07,Favorable,10.61,19.767321932313735,1
30,Male,40.07,27,0,0,Mobile App,10,2,0.81,Favorable,26.92,4.6714334424935675,1
29,Female,84.28,6,6,0,Website,10,0,0.85,Favorable,38.02,3.111675841328454,1
48,Male,29.33,31,19,1,Mobile App,2,5,0.84,Favorable,29.18,21.175473060614102,1
63,Male,44.51,11,12,0,In-store,2,3,0.84,Favorable,11.48,19.86633421922755,1
19,Male,28.4,34,3,0,Mobile App,8,4,0.9,Favorable,10.78,14.9882243151937,1
68,Male,50.39,31,12,0,Mobile App,6,7,1.01,Favorable,2.33,26.89701028693034,1
67,Male,81.78,8,3,0,In-store,1,3,0.85,Unfavorable,21.61,6.243906999074581,1
52,Female,47.18,13,2,0,In-store,8,5,1.17,Favorable,21.93,12.291605846851052,1
40,Male,47.3,12,7,0,Mobile App,7,2,1.14,Neutral,12.2,20.576070553324143,1
34,Female,16.08,43,19,0,In-store,5,7,1.19,Favorable,38.33,9.92448472420218,1
43,Male,44.26,32,7,0,Website,5,2,0.82,Favorable,19.63,11.053858592074507,1
25,Male,73.01,31,16,0,Website,11,6,1.14,Favorable,33.64,11.534768559059264,1
46,Male,45.0,18,14,0,Website,1,6,1.12,Favorable,32.18,11.873217146399115,1
43,Female,43.64,29,3,0,Mobile App,12,2,1.16,Neutral,30.43,3.0034515331545952,1
27,Male,72.11,15,5,0,Website,2,2,1.01,Favorable,45.45,1.0,1
43,Female,43.73,11,5,0,Website,5,9,1.12,Unfavorable,1.29,25.75429600943946,1
51,Male,75.84,9,9,1,Website,13,9,0.82,Neutral,3.87,30.0,1
68,Female,24.31,1,3,1,Website,11,7,0.83,Favorable,36.25,9.42395906741705,1
